name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Senior android-разработчик,"Android SDK
Java
RxJava
Kotlin
Git",200000.0,250000.0,RUR,Нижний Новгород,2018-11-12T10:05:52+0300
Senior android-разработчик,"Android SDK
Android
Git
Java
RxJava
RxAndroid",200000.0,250000.0,RUR,Москва,2018-03-14T16:23:08+0300
Дизайнер UI/UX (IOS/android),"UI
UX
Adobe Photoshop
Adobe Illustrator
Web-дизайн",80000.0,,RUR,Москва,2018-08-12T14:28:30+0300
Android developer / android разработчик,"Java
REST
RxJava
MVVM
MVP
Clean Architecture
kotlin
Android SDK
Android",90000.0,,RUR,Москва,2018-11-16T20:39:44+0300
Senior android developer,"Kotlin
Dagger 2
RXJava 2
Android
Android SDK",,250000.0,RUR,Москва,2019-06-03T10:16:16+0300
QA специалист / Тестировщик мобильной игры с парком ios/android,"Тестирование
Разработка компьютерных Игр",20000.0,40000.0,RUR,Санкт-Петербург,2019-01-16T12:56:38+0300
Junior/middle android разработчик,"Java
Android
kotlin",40000.0,70000.0,RUR,Екатеринбург,2019-09-13T12:49:20+0300
Middle+/senior android developer (Java),"Java
Android Studio
SQL
Git",170000.0,230000.0,RUR,Москва,2019-05-15T12:02:47+0300
Разработчик android,"ООП
Java
Linux
SQL",80000.0,130000.0,RUR,Ярославль,2019-07-17T18:32:39+0300
Middle android-разработчик,"Java
Системы контроля версий
client/server
Android",35000.0,40000.0,RUR,Барнаул,2019-01-29T19:05:12+0300
Code reviewer android specialist,,,,,Саратов,2019-09-06T11:47:18+0300
Разработчик ( андроид),,200000.0,,RUR,Москва,2019-06-21T15:50:09+0300
Инженер-программист (android java разработчик),,50000.0,,RUR,Уфа,2019-06-14T12:21:39+0300
Младший android разработчик,"Java
Android
Android SDK
Java SE
data binding
navigation
livedata",60000.0,100000.0,RUR,Москва,2019-10-16T15:41:33+0300
Android developer / android разработчик,"Java
REST
RxJava
MVVM
MVP
Clean Architecture
kotlin
Android SDK
Android",,,,Саратов,2019-03-25T16:17:07+0300
Разработчик приложений android ( Android Developer ),"Android
iOS
Java
Android SDK",150000.0,,RUR,Санкт-Петербург,2019-11-28T17:19:04+0300
Senior\middle android developer,,,,,Москва,2019-08-26T15:26:19+0300
Senior android developer,,,,,Нижний Новгород,2019-11-05T17:38:04+0300
Middle android developer,,60000.0,,RUR,Нижний Новгород,2019-08-30T09:57:39+0300
Senior android developer,,,,,Москва,2019-07-09T20:47:31+0300
Senior android developer,,,,,Санкт-Петербург,2019-02-07T18:31:13+0300
Junior android developer,,,,,Москва,2019-05-29T14:28:12+0300
Senior android developer,,,,,Москва,2019-02-27T14:03:54+0300
"Тестировщик мобильных приложений (ios, android)/ QA",,80000.0,100000.0,RUR,Москва,2019-07-09T09:58:40+0300
Программист андроид,"Java
Android
Java SE
JSON API
JSON",350000.0,,KZT,Нур-Султан,2019-10-04T12:49:50+0300
Senior/TL android разработчик,Android,,,,Санкт-Петербург,2019-05-07T11:47:22+0300
Code reviewer android specialist,,,,,Саратов,2019-12-18T08:31:29+0300
Senior android developer,,,,,Москва,2019-12-16T16:16:50+0300
Стажер android-разработчик,"Git
ООП
Java
Kotlin",,,,Саратов,2019-09-12T09:52:35+0300
Разработчик мобильных приложений android,,100000.0,,RUR,Тула,2019-02-27T15:42:06+0300
Middle android developer,"Java
Android",150000.0,180000.0,RUR,Москва,2019-06-03T23:14:22+0300
Middle android developer,"Java
Android",150000.0,180000.0,RUR,Москва,2019-06-03T23:16:50+0300
Ведущий android-разработчик,,100000.0,150000.0,RUR,Краснодар,2019-04-11T15:01:45+0300
Middle android developer,,,,,Москва,2019-07-15T18:17:09+0300
Разработчик android мобильных приложений,"Java
Python
Android
Git
Android SDK
C++
разработка мобильных прилжений
мобильная разработка
мобильные приложения",,250000.0,RUR,Вологда,2019-09-19T18:15:00+0300
Senior android developer,,,,,Санкт-Петербург,2019-12-06T17:37:38+0300
Ведущий android-разработчик,,100000.0,150000.0,RUR,Краснодар,2019-03-06T19:29:12+0300
Senior android developer,"Java
Kotlin",,,,Москва,2019-05-13T10:16:09+0300
Разработчик android (frontend),"Android
Git
ООП
Design Patterns",,,,Москва,2019-11-06T11:51:19+0300
Senior android developer RBO,,,,,Москва,2019-03-22T10:44:32+0300
"Разработчик мобильных приложений (android, ios)",,75000.0,,RUR,Тверь,2019-08-23T09:04:24+0300
Mid android developer,,,140000.0,RUR,Москва,2019-02-03T15:18:28+0300
Junior android разработчик,,,,,Москва,2019-02-03T15:25:14+0300
Middle android developer,"Kotlin
Android",,,,Москва,2019-03-22T12:14:28+0300
Senior android developer,,,,,Москва,2019-05-30T01:45:07+0300
Middle android developer,,,,,Москва,2019-10-25T00:14:21+0300
Middle android разработчик,"Git
Java
Java SE
Android SDK
Android",,,,Москва,2019-10-21T18:20:26+0300
Senior android developer,"Kotlin
Dagger 2
RXJava 2
Android
Android SDK",,250000.0,RUR,Москва,2019-04-01T10:21:26+0300
Android developer / android разработчик,"Java
REST
RxJava
MVVM
MVP
Clean Architecture
kotlin
Android SDK
Android",,,,Саратов,2019-01-21T11:30:28+0300
Team Lead android,"Android
мобильные приложения
Управление командой
Teamleading
JOGL
Kotlin
RxJava
Android SDK
Mercurial
Git
android support library
android architecture components
написание Unit-тестов
GitLab
GitLab CI",140000.0,170000.0,RUR,Новосибирск,2019-05-20T10:56:34+0300
Senior android developer,"Java
Kotlin",,,,Москва,2019-04-09T10:43:42+0300
Senior android developer,,,,,Москва,2019-01-21T15:55:41+0300
Middle/Senior android developer,"Android
Android SDK
Java
Kotlin",,,,Москва,2019-09-25T12:53:10+0300
Ведущий android разработчик,"Java
Android
Android SDK
ООП
Kotlin
google Play",,,,Москва,2019-09-02T13:38:16+0300
Senior android developer,,,,,Москва,2019-09-27T03:30:24+0300
Разработчик Senior android developer,"Android
Android SDK",150000.0,,RUR,Краснодар,2019-01-18T18:22:55+0300
Разработчик Middle android developer,"Android
Android SDK",120000.0,,RUR,Краснодар,2019-01-18T18:23:04+0300
Unity Developer (ios/android),"Unity
C#
Android
Android SDK
iOS
Git
Game Programming",70000.0,120000.0,RUR,Санкт-Петербург,2019-02-19T16:02:56+0300
Разработчик android,"Android SDK
Git
Linux
ООП
Java",110000.0,,RUR,Тверь,2019-10-15T11:55:03+0300
Senior/ Middle android разработчик (в команду Digital omni-channel),"Git
Java
Java SE
Android SDK
Android",,,,Москва,2019-11-11T16:41:21+0300
Middle android developer,"Java
Android
Android SDK
Git",1500.0,2500.0,USD,Москва,2019-08-03T22:03:18+0300
Ведущий android-разработчик,,100000.0,150000.0,RUR,Краснодар,2019-05-13T21:22:28+0300
Разработчик android,"Android SDK
Git
Linux
ООП
Java",110000.0,,RUR,Тверь,2019-11-14T12:45:25+0300
Senior android developer,,,,,Москва,2019-06-19T19:51:27+0300
Senior android developer,"Java
Kotlin",,,,Москва,2019-07-15T14:16:23+0300
Разработчик android,,80000.0,130000.0,RUR,Тверь,2019-09-03T13:10:40+0300
Senior android developer,,,,,Москва,2019-08-14T03:19:03+0300
Senior android-разработчик,"Android SDK
Android
Git
Java
RxJava
RxAndroid",,,,Москва,2019-02-05T10:34:09+0300
Junior android разработчик,,,,,Уфа,2019-07-30T12:43:17+0300
Middle+/senior android developer (Java),"Java
Android Studio
SQL
Git",170000.0,230000.0,RUR,Москва,2019-03-22T11:00:12+0300
Разработчик android,,80000.0,170000.0,RUR,Тверь,2019-06-19T10:42:41+0300
Senior android developer,"Kotlin
Dagger 2
RXJava 2
Android
Android SDK",,250000.0,RUR,Москва,2019-05-06T09:23:15+0300
Стажер (android-разработка),,,,,Москва,2019-06-17T11:47:09+0300
Senior android developer,"Java
Kotlin",,,,Москва,2019-06-13T11:27:10+0300
Senior android developer,,,,,Москва,2019-09-21T12:12:16+0300
Разработчик android приложения,"Java
Git
Linux
Android
C++
kotlin
ui-тестирование",,,,Москва,2020-04-10T15:21:26+0300
Senior android developer,"Android
Java
Android SDK
Kotlin
API
Git
ООП",,,,Москва,2020-04-14T10:36:31+0300
Kotlin android developer,"Kotlin
Retrofit 2
Rxjava 2
OKhttp
Moxy
Dagger 2",,,,Москва,2020-10-11T23:39:09+0300
"Системный аналитик (UGC видео проект - web, ios, android)",,,,,Москва,2020-10-12T10:23:13+0300
Senior android developer (Ozon Express/Supermarket),"Android
Kotlin
IT
мобильная разработка",,,,Москва,2020-10-13T13:16:26+0300
Разработчик android,"Android SDK
Git
Linux
ООП
Java",100000.0,170000.0,RUR,Тверь,2020-02-13T12:30:10+0300
Middle/ Senior android разработчик,"Android SDK
Android
ООП
Kotlin",,,,Казань,2020-07-08T19:16:33+0300
Senior android developer,"Android
Java
Android SDK
Kotlin
API
Git
ООП",,,,Москва,2020-03-02T11:07:35+0300
Ведущий разработчик мобильных приложений под android,,,,,Москва,2020-08-11T16:14:10+0300
Senior\middle android developer,,,,,Москва,2020-06-01T13:10:54+0300
Senior android developer RBO,,,,,Москва,2020-04-08T11:31:04+0300
Начальник отдела андроид-разработки,,,,,Москва,2020-02-25T13:46:55+0300
Разработчик (android),"Git
Java
Java SE
Apache Maven
Linux",,,,Москва,2020-05-06T18:53:41+0300
"Разработчик мобильных приложений (android, ios)",,75000.0,,RUR,Тверь,2020-09-29T14:26:11+0300
Ведущий разработчик мобильных приложений под android,,,,,Москва,2020-07-02T11:49:56+0300
Разработчик мобильных приложений (android java),,150000.0,400000.0,KZT,Нур-Султан,2020-09-17T11:05:26+0300
Senior android developer,"Android
Kotlin",,,,Нижний Новгород,2020-01-20T08:41:02+0300
C/C++ Developer (native android development),"C++
C/C++
Android
native",,,,Краснодар,2020-07-14T19:19:53+0300
Android developer / android разработчик,"Java
REST
RxJava
MVVM
MVP
Clean Architecture
kotlin
Android SDK
Android",,130000.0,RUR,Москва,2020-10-15T13:16:22+0300
Senior android-разработчик (проект PREMIER),"Android
iOS
JSON API
ООП
SVN",,,,Москва,2020-10-15T17:10:16+0300
Старший android разработчик,"Android SDK
Kotlin
Java",,,,Санкт-Петербург,2020-04-13T13:21:19+0300
Junior android developer,"Android
Java
Android SDK
SQLite
ООП
Kotlin",,,,Москва,2020-02-25T09:43:36+0300
Senior mobile developer (android),"Java
Android
Android SDK
Английский язык
Kotlin
AWS
OAuth
iOS
SWIFT",200000.0,,RUR,Москва,2020-08-26T11:08:47+0300
Senior mobile developer (android),"Java
Android
Android SDK
Английский язык
Kotlin
AWS
OAuth
iOS
SWIFT",200000.0,,RUR,Санкт-Петербург,2020-07-20T12:24:51+0300
Senior/ Middle android разработчик (в команду Digital omni-channel),"Git
Java
Java SE
Android SDK
Android",,,,Москва,2020-02-10T17:43:42+0300
"Системный аналитик (UGC видео проект - web, ios, android)",,,,,Казань,2020-10-12T16:43:06+0300
Senior/Middle android-разработчик,"Git
Atlassian Jira
Android
Работа в команде",,150000.0,RUR,Санкт-Петербург,2020-10-14T13:54:48+0300
Java android developer - middle и выше,"Java
Android
Android SDK
Английский язык
Java SE",400000.0,,KZT,Нур-Султан,2020-01-27T08:08:51+0300
Code reviewer android specialist,,,,,Саратов,2020-01-27T08:32:35+0300
Senior android developer,"Android SDK
Kotlin
Java
SQLite",,,,Санкт-Петербург,2020-05-06T14:45:39+0300
Senior android developer,"Android SDK
Kotlin
Java
MS Office",,,,Москва,2020-04-13T13:21:19+0300
Senior android developer,"Android
RxJava
Git
SQLite
Room",,,,Санкт-Петербург,2020-09-26T16:26:26+0300
MIddle/senior android-разработчик,"Android
Git
Java SE
Java
Android SDK",400000.0,,KZT,Алматы,2020-06-23T15:23:27+0300
Senior android developer,"Android
Java
Android SDK
Kotlin
API
Git
ООП",,,,Москва,2020-06-02T09:49:27+0300
Руководитель отдела мобильной разработки (android + IOS),"Git
iOS
Креативность
Грамотность",,,,Тула,2020-10-13T12:15:20+0300
Программист андроид/ Разработчик мобильных приложений/android developer,"Java
Android SDK
Kotlin",,,,Москва,2020-05-06T10:31:11+0300
Программист андроид/разработчик мобильных приложений/android developer,"Java
Android SDK
Kotlin
REST
JSON
XML",,,,Санкт-Петербург,2020-05-06T10:31:11+0300
Разработчик мобильных приложений android,"Java
SQL
Java SE
Android
Apache Maven",,,,Москва,2020-04-08T12:09:51+0300
Java android developer - middle и выше,"Java
Android
Android SDK
Английский язык
Java SE",350000.0,,KZT,Нур-Султан,2020-04-13T12:07:40+0300
Разработчик android,"Android SDK
Git
Linux
ООП
Java",100000.0,170000.0,RUR,Тверь,2020-05-13T13:08:48+0300
Разработчик мобильного приложения на базе iOS и android,Web приложение под ключ,60000.0,500000.0,KZT,Алматы,2020-09-16T08:51:24+0300
Android developer / android разработчик,"Java
REST
RxJava
MVVM
MVP
Clean Architecture
kotlin
Android SDK
Android",,130000.0,RUR,Москва,2020-10-11T14:01:37+0300
Специалист Full stack backend + приложения android/ios,"Node.js
Android
iOS
Java",150000.0,200000.0,RUR,Москва,2020-08-07T17:38:37+0300
Senior android developer,"Android SDK
Android
kotlin
Java
RxJava
S.O.L.I.D",,,,Москва,2020-10-01T16:58:22+0300
Junior android developer,"Android
Java
Android SDK
SQLite
ООП
Kotlin",,,,Москва,2020-04-14T17:15:50+0300
Нативный ios android разработчик JavaScript,"Android
iOS
JavaScript
GameDev
геймдев
Программирование
Game Programming",200000.0,,RUR,Санкт-Петербург,2020-03-25T20:04:49+0300
Lead android developer,"Java
Android
Android SDK
Java SE
Eclipse",,,,Москва,2020-04-21T18:08:34+0300
Младший разработчик android приложений,"Java
Android
SQL
ООП
kotlin",,,,Москва,2020-04-27T18:26:07+0300
Middle C/C++ Developer (native android development),"C++
C/C++
Android
native",,,,Киев,2020-06-17T19:14:44+0300
Senior/Middle android-разработчик,"Git
Atlassian Jira
Android
Работа в команде",,,,Санкт-Петербург,2020-10-14T16:48:30+0300
Senior android developer,"Android SDK
Kotlin
Java
MS Office",,,,Москва,2020-05-21T09:20:59+0300
"Системный аналитик (UGC видео проект - web, ios, android)",,,,,Санкт-Петербург,2020-10-07T16:08:54+0300
Старший android-разработчик,"Java
Android
Git
Android SDK
Java SE",160000.0,,RUR,Санкт-Петербург,2020-10-15T11:16:27+0300
"Ios, android разработчик","Android
iOS
Adobe Photoshop",300000.0,450000.0,KZT,Алматы,2020-07-14T07:56:22+0300
Senior android developer,"PostgreSQL
Java
Java SE
Управление проектами
Android",,,,Москва,2020-10-02T12:05:46+0300
"Senior mobile developer (android), remote","Java
Android
Android SDK
Английский язык
Kotlin
AWS
OAuth
iOS
SWIFT",200000.0,,RUR,Новосибирск,2020-07-30T11:38:18+0300
Senior android-разработчик,"Kotlin
Java
Android SDK
Gradle
SOLID",,,,Москва,2020-08-26T17:43:38+0300
Junior android developer,"Java
Android
Android SDK
Java SE
Java Servlets",8000.0,13000.0,UAH,Киев,2020-06-24T15:44:53+0300
Ведущий android разработчик (React Native),,150000.0,226000.0,RUR,Москва,2020-10-08T09:13:28+0300
Java android node.js разработчик,"Android
Android SDK",80000.0,120000.0,RUR,Москва,2020-07-07T10:07:28+0300
Senior android developer,"Android
Английский язык",2200.0,2700.0,USD,Новосибирск,2020-10-01T10:04:03+0300
Senior android developer (remote),"kotlin
Android
Английский язык",2000.0,3500.0,USD,Санкт-Петербург,2020-01-09T17:03:48+0300
"Специалист по языкам программирования,разработчик ios и android приложений","Android
Дистанционное обучение
Обучение
Групповое обучение
C++",20000.0,100000.0,RUR,Казань,2020-04-28T11:11:24+0300
Middle android developer,"Android SDK
Java SE
Java
Android
Design Patterns",,,,Екатеринбург,2020-09-22T11:23:49+0300
Middle android developer,"Android SDK
Java SE
Java
Android
Design Patterns",,,,Новосибирск,2020-09-22T11:23:49+0300
Tech lead android,"Java
Android SDK
Android
Kotlin
Работа в команде
Team Lead",,,,Санкт-Петербург,2020-09-22T11:35:06+0300
Разработчик приложений android ( Android Developer ),"Android SDK
Java
Java SE
Android
iOS",60000.0,120000.0,RUR,Санкт-Петербург,2020-06-08T14:09:39+0300
Kotlin android developer,"Kotlin
Retrofit 2
Rxjava 2
OKhttp
Moxy
Dagger 2",24000.0,80000.0,RUR,Москва,2020-08-31T03:38:43+0300
Senior android developer,"Android SDK
Английский язык
SQLite
Kotlin
RXjava",,,,Санкт-Петербург,2020-08-24T08:12:45+0300
Senior android developer,"Git
Java
Android
ООП
Android SDK",,,,Санкт-Петербург,2020-06-22T17:53:29+0300
Программист android,"Android SDK
Android
Работа в команде
MS Visual Studio",80000.0,135000.0,RUR,Москва,2020-06-22T22:00:22+0300
Junior android developer,"Android
Java
Android SDK
SQLite
ООП
Kotlin",,,,Москва,2020-04-17T10:07:54+0300
Senior android developer,,,,,Санкт-Петербург,2020-02-14T17:12:20+0300
Lead android developer,"Java
Android
Android SDK
Java SE
Eclipse",,,,Москва,2020-03-15T17:05:44+0300
Senior android-developer/Team Lead (цифровая команда - мессенджер),"Android
Android SDK
Kotlin
Java",,,,Москва,2021-01-23T23:17:24+0300
Senior android developer,"Android
Android SDK
Java
SQL",,,,Москва,2021-01-17T12:11:19+0300
Junior/middle android developer,"Android
Java
Git
Kotlin",,,,Новосибирск,2021-01-22T13:40:51+0300
Senior android разработчик (TechLead),"Kotlin
SQL
Android SDK
Java
Git",,,,Санкт-Петербург,2021-01-10T18:52:49+0300
Middle android developer,"Android
Android SDK
JavaScript
Ajax
C++
iOS
Java",150000.0,,RUR,Москва,2021-01-07T16:31:28+0300
Senior android-developer/Team Lead (Private banking),"SQL
Android
Android SDK
Обучение и развитие
Пользователь ПК
kotlin",,,,Москва,2021-01-25T19:17:17+0300
Руководитель группы мобильной разработки (android + IOS),"Git
iOS
Креативность
Грамотность
Android
HTTP
C/C++
SIP
SWIFT Alliance
REST",,,,Тула,2021-01-25T08:47:47+0300
Программист разработка iOS android мобильное приложение,"C#
MS Visual Studio
Visual Studio C#
JavaScript
ASP.NET
SignalR
Postgres",50000.0,300000.0,RUR,Нижнекамск,2021-01-15T12:14:35+0300
Старший android-разработчик,"Java
Android
Git
Android SDK
Java SE",,,,Санкт-Петербург,2021-01-19T12:37:50+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Казань,2021-01-05T08:36:09+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Иннополис,2021-01-05T08:36:09+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Москва,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Новосибирск,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Волгоград,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Киров (Кировская область),2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Йошкар-Ола,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Саранск,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Нижний Новгород,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Пенза,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Самара,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Саратов,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Ижевск,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Ульяновск,2021-01-05T08:41:31+0300
Разработчик React Native (iOS/android),"JavaScript
Разработка технических заданий
Android
iOS
Организационное проектирование
reactnative
Git
Atlassian Jira
React Native",70000.0,,RUR,Чебоксары,2021-01-05T08:41:31+0300
Java / Kotlin (android) разработчик,"Git
Android SDK
Java
Python
Android",20000.0,25000.0,RUR,Москва,2021-01-05T17:38:41+0300
Middle android developer,"Android SDK
Android
Design Patterns
Kotlin
SQL
Git",,,,Новосибирск,2021-01-11T07:07:03+0300
Middle android developer,"Android SDK
Android
Design Patterns
Kotlin
SQL
Git",,,,Екатеринбург,2021-01-11T07:07:03+0300
Разработчик android,"Java
Kotlin",,,,Москва,2021-01-25T18:58:28+0300
Senior android developer,"PostgreSQL
Java
Java SE
Управление проектами
Android",,,,Москва,2021-01-12T09:37:50+0300
Android developer / android разработчик,"Java
REST
RxJava
MVVM
MVP
Clean Architecture
kotlin
Android SDK
Android",100000.0,,RUR,Москва,2021-01-28T10:49:19+0300
Lead Unity Developer на RPG игру онлайн/android игру,"C#
Unity
game development",,,,Москва,2021-01-19T15:16:14+0300
Разработчик приложений на android,"Java
Android
Android SDK
Java SE
Java Servlets
kotlin",,,,Саратов,2021-01-22T15:07:52+0300
Middle android developer,"Android SDK
Android
Design Patterns
Kotlin
SQL
Git",,,,Москва,2021-01-26T10:06:23+0300
Junior android developer,,300.0,,BYR,Гомель,2021-01-26T20:21:41+0300
Руководитель группы мобильной разработки (android + IOS),"Git
iOS
Креативность
Грамотность
Android
HTTP
C/C++
SIP
SWIFT Alliance
REST",,,,Тула,2021-03-11T10:32:02+0300
Разработчик мобильного приложения (android),"Java
Android SDK
Linux
Android
Java SE",150000.0,200000.0,RUR,Москва,2021-03-06T14:49:55+0300
Senior android разработчик,kotlin,,,,Москва,2021-05-29T16:00:16+0300
Android developer / android разработчик,"Java
REST
RxJava
MVVM
MVP
Clean Architecture
kotlin
Android SDK
Android",100000.0,,RUR,Москва,2021-04-15T10:36:06+0300
Middle android-разработчик,"Java
Android
Git
Android SDK
Java SE",120000.0,,RUR,Санкт-Петербург,2021-05-11T18:03:35+0300
Team Lead android developer (Picverse),"Android
Git
ООП
C++
OpenGL
SOLID
Kotlin
Unit-тестирование",,,,Новосибирск,2021-07-05T06:47:44+0300
Junior android-разработчик,"Java
Android SDK
Git
ООП
SQLite
SQL",,,,Санкт-Петербург,2021-05-18T15:56:13+0300
Senior android-developer/Team Lead (цифровая команда - мессенджер),"Android
Android SDK
Kotlin
Java",270000.0,,RUR,Москва,2021-05-12T19:00:08+0300
Senior android-developer/Team Lead (цифровая команда - мессенджер),"Android
Android SDK
Kotlin
Java",270000.0,,RUR,Москва,2021-06-21T09:01:39+0300
Разработчик android (Kotlin),"Java
JavaScript
Kotlin
Flutter
Dart
Git
Objective-C
Unit Testing",40000.0,,RUR,Вологда,2021-06-24T12:16:41+0300
Middle android-разработчик (удаленная работа),,180000.0,,RUR,Москва,2021-08-03T19:05:55+0300
Разработчик Unity (android/ios),"Android
C#
iOS
Unity",100000.0,200000.0,RUR,Москва,2021-07-03T14:11:53+0300
Middle android-разработчик (удаленная работа),,180000.0,,RUR,Минск,2021-07-05T15:06:51+0300
Middle android-разработчик (удаленная работа),,180000.0,,RUR,Алматы,2021-07-05T15:06:51+0300
Middle android-разработчик (удаленная работа),,180000.0,,RUR,Казань,2021-07-05T15:06:52+0300
Middle android-разработчик (удаленная работа),,180000.0,,RUR,Екатеринбург,2021-07-05T15:06:52+0300
Middle android-разработчик (удаленная работа),,180000.0,,RUR,Уфа,2021-07-05T15:06:52+0300
Middle android-разработчик,,180000.0,,RUR,Санкт-Петербург,2021-07-26T21:34:41+0300
Senior android-developer/Team Lead (цифровая команда - мессенджер),"Android
Android SDK
Kotlin
Java",270000.0,,RUR,Москва,2021-07-25T23:02:05+0300
App Project Manager (ios/android),"Atlassian Jira
Atlassian Confluence
Git
Android
iOS
Firebase",150000.0,,RUR,Москва,2021-08-16T11:37:34+0300
Unity developer (android),"Git
Unity
C#
Unity3D
SOLID
VR
AR
AssetBundles
Android
разработка приложений под android",110000.0,130000.0,RUR,Санкт-Петербург,2021-10-06T17:05:12+0300
"Head of mobile development / Руководитель мобильной разработки (ios, android)","iOS
Android",,,,Москва,2021-08-30T13:28:17+0300
Senior android-developer/Team Lead (цифровая команда - мессенджер),"Kotlin
Android SDK
Android",,,,Москва,2021-09-08T17:20:43+0300
Kotlin android разработчик junior (intern),,,,,Москва,2021-09-14T03:43:03+0300
Ведущий iOS/android разработчик/team lead,"MacOS
Проектная деятельность
Работа в условиях многозадачности
Проектная работа
Умение работать в условиях многозадачности
iOS
Android",150000.0,300000.0,RUR,Санкт-Петербург,2021-09-21T16:03:51+0300
Middle android разработчик (малый бизнес),"Java
Android SDK
Android
Kotlin
Android Studio",,,,Москва,2021-09-30T11:18:41+0300
Dart/Flutter Developer(Cеньор флаттер/тех лид андроид разработчик,,120.0,170.0,RUR,Санкт-Петербург,2021-10-04T14:01:02+0300
Android developer / android разработчик,"Java
REST
RxJava
MVVM
MVP
Clean Architecture
kotlin
Android SDK
Android",120000.0,,RUR,Москва,2021-10-13T09:55:36+0300
Senior android разработчик. Цифровые поверхности Салют (SberDevices),"Android
Java
Android SDK
Kotlin",,,,Москва,2021-11-22T12:57:25+0300
Kotlin android developer,"Kotlin
Java
ООП
Android SDK
Управление проектами",,,,Томск,2022-03-03T08:37:32+0300
Middle android developer (удаленно),"Kotlin
Java
Android SDK
Android
MVP",95000.0,,RUR,Нижний Новгород,2022-01-13T18:12:44+0300
Ведущий разработчик android,"Kotlin
Java
Agile Project Management
Gradle
Android",,,,Москва,2022-02-24T09:33:44+0300
С++ Software Engineer (android framework/runtime optimization),"C++
Linux
Java
Android",,,,Москва,2022-04-04T11:22:36+0300
Разработчик android (Kotlin),"Android
Kotlin
ReactiveX
Coroutines
AndroidX
Material Desing
Retrofit
Mockito",,,,Москва,2022-06-26T23:23:45+0300
С++ Software Engineer (android framework/runtime optimization),"C++
Linux
Java
Android",,,,Москва,2022-04-04T11:22:36+0300
Разработчик android (Kotlin),"Android
Kotlin
ReactiveX
Coroutines
AndroidX
Material Desing
Retrofit
Mockito",,,,Москва,2022-06-26T23:23:45+0300
